"type","indicator","classification","references"
"domain","tech-2022-ua[.]site","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","tech4ukraine[.]info","phishing","https://www.guidestar.org/profile/06-1806270"
"domain","technicalinterviewsinukrainemustbebetterpreparedandmorepleasant[.]com","unavailable",""
"domain","teenlust[.]cc","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","teensforukraine[.]com","malware","https://www.virustotal.com/gui/domain/teensforukraine.com"
"domain","telehealth4ukraine[.]com","suspicious",""
"domain","tesla-it[.]site","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","test[.]savelivesukraine[.]org","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","theukraine[.]net","parked",""
"domain","theukrainecampaign[.]org","parked",""
"domain","theukrainemovement[.]com","suspicious",""
"domain","togetherforukraine[.]org","suspicious",""
"domain","togetherforukraine[.]us","suspicious",""
"domain","tokenukraine[.]com","phishing","https://www.welivesecurity.com/2022/02/27/beware-charity-scams-exploiting-war-ukraine/,https://msrc-blog.microsoft.com/2022/02/28/analysis-resources-cyber-threat-activity-ukraine/,https://www.komando.com/security-privacy/how-to-spot-fake-ukrainian-aid-sites/827951/,https://www.tomsguide.com/news/ukraine-charity-scams,https://twitter.com/ESETresearch/status/1497194165561659394"
"domain","totalservice-ua[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","tourniquetsforukraine[.]org","suspicious","https://www.virustotal.com/gui/domain/tourniquetsforukraine.org/details"
"domain","tradeline[.]top","malware","https://twitter.com/JAMESWT_MHT/status/1503713382305779712"
"domain","truckstoukraine[.]co[.]uk","suspicious",""
"domain","truthaboutukraine[.]com","parked",""
"domain","tshirts4ukraine[.]com","suspicious","hxxps[://]www[.]youtube[.]com/watch?v=YAIouIsKYVU"
"domain","ua-99-procentov[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","ua-dom-vip[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","ua-fast-ua[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","ua-fly-it[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","ua-fly-sc[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","ua-fly-service[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","ua-free-center[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","ua-full-service[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","ua-head-service[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","ua-hold-sc[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","ua-hub-service[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","ua-hud-it[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","ua-kastom[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
